,city,timestamp,temperature,wind,humidity,dew_point,pressure,uv_index,O3_aqi,O3_medida,CO_aqi,CO_medida,NO2_aqi,NO2_medida,PM10_aqi,PM10_medida,PM2_5_aqi,PM2_5_medida,SO2_aqi,SO2_medida,polluted
844,rio_de_janeiro,2025-05-29 05:00,24.0,13.0,70.0,18.0,1013.0,0.0,19.0,39.46,1.0,170.0,7.0,14.34,10.0,10.7,45.0,9.31,1.0,4.9,1
845,manaus,2025-05-29 05:00,26.0,2.0,90.0,24.0,1014.0,0.0,12.0,20.58,1.0,160.0,2.0,4.96,8.0,8.49,40.0,9.29,1.0,1.17,1
846,belo_horizonte,2025-05-29 05:00,17.0,6.0,81.0,14.0,1018.0,0.0,7.0,20.5,2.0,160.0,8.0,15.38,5.0,4.69,23.0,4.22,1.0,3.09,0
847,fortaleza,2025-05-29 05:00,26.0,11.0,82.0,23.0,1014.0,0.0,24.0,47.05,1.0,100.0,1.0,1.68,3.0,2.87,8.0,1.79,1.0,1.0,0
848,campo_grande,2025-05-29 05:00,8.0,11.0,92.0,7.0,1024.0,0.0,19.0,41.19,1.0,100.0,1.0,3.02,2.0,3.26,11.0,3.18,1.0,1.0,0
849,curitiba,2025-05-29 05:00,6.0,21.0,81.0,3.0,1018.0,0.0,22.0,42.39,1.0,100.0,1.0,2.22,1.0,1.47,6.0,1.68,1.0,1.4,0
850,fernandopolis,2025-05-29 06:00,12.0,16.0,83.0,9.0,1021.0,0.0,18.0,41.65,1.0,110.0,1.0,2.8,2.0,2.42,10.0,2.49,1.0,1.0,0
851,ribeirao_preto,2025-05-29 06:00,13.0,14.0,92.0,12.0,1021.0,0.0,14.0,28.94,2.0,240.0,4.0,8.34,9.0,8.32,40.0,8.48,1.0,1.73,1
852,sao_paulo,2025-05-29 06:00,14.0,14.0,87.0,12.0,1020.0,0.0,20.0,31.7,1.0,160.0,6.0,11.51,3.0,1.22,23.0,4.9,1.0,4.85,0
853,porto_alegre,2025-05-29 06:00,9.0,37.0,94.0,8.0,1016.0,0.0,23.0,54.41,1.0,100.0,1.0,1.46,1.0,1.0,3.0,0.8,1.0,1.29,0
854,rio_de_janeiro,2025-05-29 06:00,24.0,5.0,70.0,18.0,1013.0,0.0,19.0,36.42,1.0,170.0,7.0,14.98,10.0,11.03,43.0,9.49,1.0,5.21,1
855,manaus,2025-05-29 06:00,26.0,3.0,91.0,24.0,1014.0,0.0,10.0,20.2,1.0,150.0,2.0,4.72,6.0,6.97,35.0,7.61,1.0,1.33,1
856,belo_horizonte,2025-05-29 06:00,17.0,6.0,81.0,14.0,1019.0,0.0,7.0,22.53,2.0,130.0,6.0,11.99,4.0,3.89,18.0,3.52,1.0,2.93,0
857,fortaleza,2025-05-29 06:00,26.0,14.0,81.0,22.0,1014.0,0.0,23.0,45.98,1.0,100.0,1.0,1.94,4.0,6.18,13.0,4.24,1.0,1.0,0
858,campo_grande,2025-05-29 06:00,8.0,11.0,93.0,7.0,1024.0,0.0,19.0,41.35,1.0,100.0,1.0,3.13,3.0,3.67,13.0,3.58,1.0,1.0,0
859,curitiba,2025-05-29 06:00,6.0,24.0,79.0,3.0,1018.0,0.0,22.0,41.2,1.0,100.0,1.0,2.49,1.0,1.0,6.0,1.39,1.0,1.52,0
860,fernandopolis,2025-05-29 07:00,11.0,16.0,81.0,8.0,1022.0,0.0,19.0,42.84,1.0,110.0,1.0,2.64,2.0,2.57,10.0,2.56,1.0,1.0,0
861,ribeirao_preto,2025-05-29 07:00,12.0,10.0,87.0,11.0,1021.0,0.0,14.0,27.85,2.0,230.0,4.0,7.87,7.0,7.64,35.0,7.26,1.0,1.74,1
862,sao_paulo,2025-05-29 07:00,13.0,18.0,88.0,11.0,1020.0,0.0,19.0,28.57,1.0,180.0,8.0,15.45,3.0,4.0,19.0,4.93,3.0,5.74,0
863,porto_alegre,2025-05-29 07:00,9.0,40.0,96.0,8.0,1016.0,0.0,23.0,54.08,1.0,100.0,1.0,1.54,1.0,1.38,4.0,1.16,1.0,1.38,0
864,rio_de_janeiro,2025-05-29 07:00,24.0,11.0,76.0,19.0,1013.0,0.0,18.0,34.84,1.0,170.0,8.0,15.47,10.0,11.32,43.0,10.22,3.0,5.63,1
865,manaus,2025-05-29 07:00,24.0,2.0,88.0,23.0,1015.0,0.0,10.0,20.2,1.0,150.0,2.0,4.72,6.0,6.24,34.0,7.51,1.0,1.33,1
866,belo_horizonte,2025-05-29 07:00,17.0,0.0,84.0,14.0,1021.0,0.0,8.0,25.35,1.0,120.0,5.0,9.6,4.0,3.52,16.0,3.15,1.0,2.85,0
867,fortaleza,2025-05-29 07:00,27.0,14.0,79.0,23.0,1014.0,1.0,22.0,48.21,1.0,110.0,1.0,1.84,5.0,5.79,16.0,4.18,1.0,1.0,0
868,campo_grande,2025-05-29 07:00,8.0,10.0,93.0,7.0,1024.0,0.0,19.0,41.35,1.0,100.0,1.0,3.13,3.0,3.67,13.0,3.58,1.0,1.0,0
869,curitiba,2025-05-29 07:00,6.0,31.0,77.0,2.0,1018.0,0.0,21.0,40.71,1.0,100.0,1.0,2.64,1.0,1.0,5.0,1.16,1.0,1.61,0
870,fernandopolis,2025-05-29 08:00,11.0,14.0,80.0,8.0,1023.0,0.0,19.0,43.05,1.0,110.0,1.0,2.54,2.0,2.46,10.0,2.48,1.0,1.0,0
871,ribeirao_preto,2025-05-29 08:00,12.0,11.0,87.0,10.0,1022.0,0.0,14.0,28.63,2.0,210.0,4.0,7.94,6.0,5.76,30.0,6.07,1.0,1.82,1
872,sao_paulo,2025-05-29 08:00,13.0,21.0,84.0,11.0,1020.0,0.0,17.0,28.19,1.0,200.0,9.0,19.62,3.0,4.6,19.0,5.47,3.0,6.31,0
873,porto_alegre,2025-05-29 08:00,9.0,35.0,99.0,9.0,1017.0,0.0,23.0,53.04,1.0,100.0,1.0,1.96,1.0,1.81,5.0,1.53,1.0,1.47,0
874,rio_de_janeiro,2025-05-29 08:00,25.0,8.0,72.0,19.0,1013.0,0.0,18.0,39.02,1.0,200.0,8.0,16.02,11.0,15.4,46.0,12.33,3.0,6.73,1
875,manaus,2025-05-29 08:00,25.0,5.0,89.0,23.0,1015.0,0.0,10.0,30.44,1.0,160.0,1.0,3.51,4.0,4.29,27.0,6.01,1.0,1.67,1
876,belo_horizonte,2025-05-29 08:00,18.0,0.0,84.0,15.0,1021.0,1.0,9.0,30.48,1.0,120.0,4.0,8.28,3.0,3.79,15.0,3.53,1.0,2.86,0
877,fortaleza,2025-05-29 08:00,27.0,18.0,76.0,23.0,1015.0,2.0,22.0,53.8,1.0,110.0,1.0,1.39,5.0,5.92,17.0,4.29,1.0,1.0,0
878,campo_grande,2025-05-29 08:00,8.0,11.0,89.0,7.0,1025.0,0.0,19.0,41.02,1.0,110.0,1.0,3.31,5.0,7.31,15.0,3.8,1.0,1.0,0
879,curitiba,2025-05-29 08:00,6.0,24.0,77.0,2.0,1019.0,0.0,21.0,41.47,1.0,100.0,1.0,2.61,1.0,1.0,5.0,1.26,1.0,1.64,0
880,fernandopolis,2025-05-29 09:00,12.0,14.0,75.0,7.0,1024.0,1.0,19.0,40.95,1.0,110.0,1.0,2.7,4.0,6.55,10.0,2.37,1.0,1.0,0
881,ribeirao_preto,2025-05-29 09:00,13.0,10.0,80.0,9.0,1023.0,0.0,15.0,33.48,2.0,180.0,4.0,7.53,6.0,7.15,32.0,8.01,1.0,1.99,1
882,sao_paulo,2025-05-29 09:00,13.0,13.0,81.0,10.0,1021.0,1.0,18.0,34.44,1.0,190.0,7.0,14.25,2.0,3.34,14.0,2.97,3.0,6.84,0
883,porto_alegre,2025-05-29 09:00,9.0,34.0,97.0,9.0,1018.0,0.0,23.0,44.8,1.0,100.0,1.0,3.19,2.0,3.24,8.0,2.73,1.0,2.01,0
884,rio_de_janeiro,2025-05-29 09:00,25.0,5.0,68.0,19.0,1014.0,1.0,19.0,47.67,1.0,240.0,8.0,16.79,14.0,18.42,55.0,17.71,4.0,7.93,1
885,manaus,2025-05-29 09:00,27.0,3.0,83.0,24.0,1016.0,2.0,10.0,33.95,1.0,140.0,1.0,3.33,4.0,4.57,25.0,5.02,1.0,1.12,0
886,belo_horizonte,2025-05-29 09:00,20.0,8.0,72.0,15.0,1022.0,2.0,11.0,43.23,1.0,140.0,4.0,8.64,6.0,9.22,15.0,3.81,1.0,3.46,0
887,fortaleza,2025-05-29 09:00,28.0,18.0,72.0,23.0,1016.0,4.0,22.0,53.75,1.0,100.0,1.0,1.37,6.0,6.55,17.0,4.29,1.0,1.0,0
888,campo_grande,2025-05-29 09:00,10.0,10.0,82.0,7.0,1025.0,1.0,19.0,44.57,1.0,110.0,1.0,2.72,5.0,7.44,15.0,4.04,1.0,1.0,0
889,curitiba,2025-05-29 09:00,7.0,11.0,70.0,2.0,1020.0,1.0,21.0,44.41,1.0,100.0,1.0,2.25,1.0,1.69,5.0,1.41,1.0,1.37,0
890,fernandopolis,2025-05-29 10:00,13.0,14.0,70.0,8.0,1024.0,2.0,19.0,44.76,1.0,120.0,1.0,2.02,5.0,5.99,21.0,5.9,1.0,1.0,0
891,ribeirao_preto,2025-05-29 10:00,14.0,5.0,74.0,9.0,1024.0,1.0,15.0,35.31,2.0,180.0,4.0,7.9,7.0,8.84,30.0,8.31,1.0,2.11,1
892,sao_paulo,2025-05-29 10:00,14.0,14.0,78.0,11.0,1022.0,2.0,17.0,37.11,1.0,200.0,8.0,15.36,3.0,4.5,12.0,2.63,3.0,7.29,0
893,porto_alegre,2025-05-29 10:00,9.0,34.0,94.0,9.0,1019.0,1.0,22.0,44.05,1.0,100.0,1.0,3.63,3.0,4.26,11.0,3.56,1.0,2.09,0
894,rio_de_janeiro,2025-05-29 10:00,26.0,10.0,70.0,19.0,1016.0,3.0,19.0,55.94,1.0,270.0,8.0,17.05,17.0,21.74,61.0,20.04,4.0,8.41,1
895,manaus,2025-05-29 10:00,29.0,0.0,73.0,24.0,1016.0,5.0,11.0,41.19,1.0,140.0,1.0,2.93,5.0,6.51,23.0,5.21,1.0,1.29,0
896,belo_horizonte,2025-05-29 10:00,22.0,8.0,64.0,15.0,1022.0,4.0,14.0,55.1,1.0,140.0,3.0,6.76,7.0,9.81,24.0,7.95,1.0,3.55,0
897,fortaleza,2025-05-29 10:00,29.0,21.0,70.0,23.0,1016.0,6.0,23.0,58.05,1.0,100.0,1.0,1.06,6.0,6.8,19.0,4.87,1.0,1.0,0
898,campo_grande,2025-05-29 10:00,11.0,13.0,76.0,7.0,1025.0,3.0,20.0,53.72,1.0,110.0,1.0,1.56,6.0,6.3,24.0,6.02,1.0,1.0,0
899,curitiba,2025-05-29 10:00,8.0,11.0,65.0,2.0,1020.0,3.0,21.0,46.48,1.0,100.0,1.0,2.08,1.0,1.0,3.0,0.45,1.0,1.34,0
900,fernandopolis,2025-05-29 11:00,14.0,13.0,65.0,8.0,1024.0,2.0,20.0,52.0,1.0,110.0,1.0,1.3,5.0,5.5,22.0,5.39,1.0,1.0,0
901,ribeirao_preto,2025-05-29 11:00,14.0,8.0,67.0,8.0,1024.0,1.0,15.0,39.58,2.0,170.0,3.0,7.11,7.0,9.65,33.0,8.84,1.0,2.12,1
902,sao_paulo,2025-05-29 11:00,15.0,11.0,71.0,10.0,1022.0,3.0,18.0,45.75,1.0,190.0,7.0,13.21,5.0,7.31,13.0,3.39,3.0,6.82,0
903,porto_alegre,2025-05-29 11:00,10.0,29.0,94.0,9.0,1021.0,1.0,22.0,44.42,1.0,100.0,1.0,3.45,4.0,4.76,14.0,4.02,1.0,2.11,0
904,rio_de_janeiro,2025-05-29 11:00,26.0,26.0,73.0,20.0,1017.0,3.0,20.0,62.82,1.0,250.0,7.0,14.36,19.0,23.47,64.0,20.09,3.0,7.5,1
905,manaus,2025-05-29 11:00,31.0,0.0,68.0,24.0,1016.0,8.0,13.0,49.13,1.0,140.0,1.0,2.23,5.0,6.21,23.0,5.57,1.0,1.42,0
906,belo_horizonte,2025-05-29 11:00,24.0,10.0,55.0,14.0,1022.0,6.0,18.0,63.55,1.0,130.0,2.0,4.67,7.0,9.1,29.0,7.21,1.0,3.12,1
907,fortaleza,2025-05-29 11:00,30.0,18.0,69.0,23.0,1013.0,7.0,25.0,62.9,1.0,100.0,1.0,1.0,6.0,7.13,20.0,5.01,1.0,1.0,0
908,campo_grande,2025-05-29 11:00,13.0,13.0,69.0,7.0,1026.0,5.0,20.0,53.72,1.0,110.0,1.0,1.56,6.0,6.3,24.0,6.02,1.0,1.0,0
909,curitiba,2025-05-29 11:00,10.0,23.0,61.0,3.0,1021.0,4.0,21.0,48.05,1.0,100.0,1.0,1.82,1.0,1.0,8.0,3.1,1.0,1.4,0
910,fernandopolis,2025-05-29 12:00,15.0,10.0,62.0,8.0,1023.0,5.0,21.0,57.97,1.0,110.0,1.0,1.0,5.0,5.38,22.0,5.15,1.0,1.0,0
911,ribeirao_preto,2025-05-29 12:00,16.0,0.0,59.0,8.0,1024.0,1.0,16.0,46.81,1.0,170.0,3.0,5.52,9.0,11.93,36.0,9.49,1.0,2.12,1
912,sao_paulo,2025-05-29 12:00,17.0,16.0,62.0,9.0,1022.0,3.0,19.0,59.7,1.0,180.0,5.0,9.1,9.0,15.13,18.0,5.55,3.0,5.85,0
913,porto_alegre,2025-05-29 12:00,10.0,29.0,92.0,9.0,1021.0,2.0,21.0,45.4,1.0,100.0,1.0,3.04,4.0,4.95,15.0,4.19,1.0,2.11,0
914,rio_de_janeiro,2025-05-29 12:00,24.0,26.0,75.0,20.0,1017.0,4.0,22.0,69.73,1.0,210.0,5.0,9.54,20.0,23.72,64.0,18.58,3.0,6.02,1
915,manaus,2025-05-29 12:00,31.0,5.0,71.0,24.0,1016.0,,16.0,57.69,1.0,140.0,1.0,1.35,6.0,7.5,23.0,5.75,1.0,1.55,0
916,belo_horizonte,2025-05-29 12:00,24.0,10.0,53.0,14.0,1022.0,7.0,20.0,71.0,1.0,120.0,1.0,2.66,6.0,7.19,25.0,5.47,1.0,2.37,0
917,fortaleza,2025-05-29 12:00,30.0,31.0,66.0,23.0,1016.0,,25.0,62.9,1.0,100.0,1.0,1.0,6.0,7.14,20.0,5.01,1.0,1.0,0
918,campo_grande,2025-05-29 12:00,14.0,14.0,57.0,6.0,1026.0,6.0,21.0,60.0,1.0,100.0,1.0,1.02,5.0,5.3,23.0,5.06,1.0,1.0,0
919,curitiba,2025-05-29 12:00,11.0,11.0,59.0,3.0,1022.0,5.0,21.0,49.63,1.0,100.0,1.0,1.5,1.0,1.16,10.0,2.66,1.0,1.55,0
920,fernandopolis,2025-05-29 13:00,16.0,10.0,59.0,8.0,1022.0,6.0,22.0,61.87,1.0,110.0,1.0,1.0,5.0,5.26,21.0,5.13,1.0,1.0,0
921,ribeirao_preto,2025-05-29 13:00,17.0,10.0,58.0,9.0,1024.0,1.0,18.0,54.4,1.0,170.0,2.0,4.22,9.0,9.83,39.0,10.03,1.0,2.1,1
922,sao_paulo,2025-05-29 13:00,18.0,18.0,51.0,8.0,1021.0,5.0,20.0,70.1,1.0,170.0,3.0,6.46,8.0,8.91,24.0,7.18,3.0,5.02,0
923,porto_alegre,2025-05-29 13:00,11.0,26.0,89.0,9.0,1022.0,2.0,21.0,46.67,1.0,100.0,1.0,2.61,4.0,5.21,17.0,4.3,1.0,2.11,0
924,rio_de_janeiro,2025-05-29 13:00,25.0,16.0,77.0,21.0,1017.0,3.0,24.0,75.23,1.0,190.0,3.0,6.95,20.0,22.26,64.0,18.55,3.0,5.23,1
925,manaus,2025-05-29 13:00,31.0,8.0,69.0,24.0,1016.0,,18.0,63.34,1.0,140.0,1.0,1.0,6.0,5.71,23.0,5.63,1.0,1.64,0
926,belo_horizonte,2025-05-29 13:00,25.0,10.0,49.0,13.0,1021.0,6.0,24.0,74.61,1.0,110.0,1.0,1.76,6.0,5.64,23.0,4.77,1.0,1.85,0
927,fortaleza,2025-05-29 13:00,30.0,29.0,64.0,23.0,1015.0,9.0,26.0,64.41,1.0,100.0,1.0,1.0,6.0,7.4,21.0,5.16,1.0,1.0,0
928,campo_grande,2025-05-29 13:00,15.0,10.0,54.0,6.0,1026.0,6.0,23.0,64.63,1.0,100.0,1.0,1.0,5.0,4.75,20.0,4.53,1.0,1.0,0
929,curitiba,2025-05-29 13:00,12.0,11.0,54.0,3.0,1022.0,5.0,22.0,51.27,1.0,100.0,1.0,1.34,1.0,1.51,6.0,0.8,1.0,1.66,0
930,fernandopolis,2025-05-29 14:00,17.0,10.0,55.0,8.0,1021.0,4.0,22.0,61.87,1.0,110.0,1.0,1.0,5.0,5.33,22.0,5.14,1.0,1.0,0
931,ribeirao_preto,2025-05-29 14:00,17.0,10.0,58.0,9.0,1023.0,1.0,19.0,63.54,1.0,170.0,1.0,3.38,9.0,10.34,40.0,9.92,1.0,1.96,1
932,sao_paulo,2025-05-29 14:00,18.0,21.0,47.0,7.0,1021.0,4.0,23.0,75.74,1.0,160.0,3.0,5.73,7.0,7.75,27.0,7.23,1.0,4.42,1
933,porto_alegre,2025-05-29 14:00,11.0,26.0,89.0,9.0,1021.0,2.0,21.0,50.6,1.0,100.0,1.0,2.15,5.0,5.2,17.0,4.25,1.0,2.02,0
934,rio_de_janeiro,2025-05-29 14:00,23.0,26.0,83.0,20.0,1016.0,2.0,27.0,80.59,1.0,180.0,3.0,6.95,20.0,23.26,65.0,19.13,1.0,5.19,1
935,manaus,2025-05-29 14:00,32.0,5.0,65.0,24.0,1014.0,,20.0,66.22,1.0,140.0,1.0,1.0,5.0,5.57,23.0,5.37,1.0,1.73,0
936,belo_horizonte,2025-05-29 14:00,24.0,11.0,48.0,13.0,1021.0,4.0,31.0,76.09,1.0,110.0,1.0,1.79,5.0,4.84,18.0,4.09,1.0,1.55,0
937,fortaleza,2025-05-29 14:00,30.0,27.0,65.0,23.0,1013.0,6.0,27.0,65.42,1.0,100.0,1.0,1.0,6.0,7.39,21.0,5.14,1.0,1.0,0
938,campo_grande,2025-05-29 14:00,16.0,5.0,50.0,6.0,1025.0,5.0,24.0,67.53,1.0,100.0,1.0,1.0,4.0,4.48,19.0,4.25,1.0,1.0,0
939,curitiba,2025-05-29 14:00,13.0,10.0,55.0,4.0,1021.0,4.0,23.0,53.43,1.0,100.0,1.0,1.37,1.0,1.23,5.0,0.77,1.0,1.7,0
940,fernandopolis,2025-05-29 15:00,17.0,8.0,54.0,8.0,1021.0,3.0,24.0,65.16,1.0,110.0,1.0,1.0,5.0,5.11,21.0,5.11,1.0,1.0,0
941,ribeirao_preto,2025-05-29 15:00,18.0,8.0,52.0,8.0,1022.0,2.0,22.0,73.26,1.0,170.0,1.0,2.69,8.0,7.65,39.0,9.33,1.0,1.74,1
942,sao_paulo,2025-05-29 15:00,19.0,18.0,44.0,6.0,1021.0,2.0,26.0,80.22,1.0,160.0,2.0,5.21,6.0,5.89,27.0,6.71,1.0,3.89,1
943,porto_alegre,2025-05-29 15:00,11.0,26.0,87.0,9.0,1021.0,1.0,21.0,56.37,1.0,100.0,1.0,1.67,4.0,4.9,17.0,3.99,1.0,1.87,0
944,rio_de_janeiro,2025-05-29 15:00,23.0,29.0,83.0,19.0,1016.0,1.0,33.0,88.85,1.0,180.0,3.0,7.09,21.0,24.02,66.0,19.45,1.0,5.18,1
945,manaus,2025-05-29 15:00,30.0,8.0,67.0,23.0,1014.0,8.0,24.0,68.18,1.0,140.0,1.0,1.0,5.0,4.69,22.0,5.06,1.0,1.79,0
946,belo_horizonte,2025-05-29 15:00,24.0,16.0,48.0,13.0,1020.0,2.0,31.0,76.09,1.0,110.0,1.0,1.79,5.0,4.41,18.0,3.97,1.0,1.55,0
947,fortaleza,2025-05-29 15:00,29.0,27.0,66.0,23.0,1013.0,4.0,30.0,66.64,1.0,100.0,1.0,1.0,6.0,7.9,22.0,5.51,1.0,1.0,0
948,campo_grande,2025-05-29 15:00,17.0,5.0,47.0,6.0,1024.0,4.0,26.0,69.82,1.0,100.0,1.0,1.0,4.0,4.39,18.0,4.16,1.0,1.0,0
949,curitiba,2025-05-29 15:00,13.0,11.0,54.0,4.0,1021.0,2.0,24.0,55.67,1.0,100.0,1.0,1.45,1.0,1.41,4.0,0.76,1.0,1.73,0
950,fernandopolis,2025-05-29 16:00,17.0,10.0,55.0,8.0,1020.0,1.0,27.0,64.08,1.0,120.0,1.0,2.08,5.0,5.29,21.0,5.14,1.0,1.0,0
951,ribeirao_preto,2025-05-29 16:00,18.0,13.0,52.0,8.0,1021.0,1.0,26.0,77.79,1.0,170.0,1.0,2.4,7.0,8.05,38.0,8.87,1.0,1.62,1
952,sao_paulo,2025-05-29 16:00,18.0,16.0,43.0,6.0,1020.0,1.0,30.0,82.07,1.0,160.0,2.0,5.01,5.0,4.65,26.0,5.98,1.0,3.66,1
953,porto_alegre,2025-05-29 16:00,12.0,26.0,76.0,8.0,1021.0,0.0,21.0,59.34,1.0,100.0,1.0,1.45,4.0,4.88,17.0,4.05,1.0,1.79,0
954,rio_de_janeiro,2025-05-29 16:00,23.0,27.0,81.0,19.0,1016.0,0.0,33.0,88.85,1.0,180.0,3.0,7.09,21.0,24.27,66.0,19.24,1.0,5.18,1
955,manaus,2025-05-29 16:00,30.0,3.0,68.0,23.0,1012.0,5.0,27.0,68.87,1.0,140.0,1.0,1.0,5.0,4.78,21.0,4.78,1.0,1.82,0
956,belo_horizonte,2025-05-29 16:00,24.0,13.0,51.0,13.0,1020.0,1.0,34.0,75.84,1.0,110.0,1.0,1.84,4.0,4.39,17.0,3.77,1.0,1.52,0
957,fortaleza,2025-05-29 16:00,29.0,29.0,69.0,23.0,1013.0,1.0,30.0,66.64,1.0,100.0,1.0,1.0,6.0,7.89,22.0,5.51,1.0,1.0,0
958,campo_grande,2025-05-29 16:00,17.0,10.0,49.0,6.0,1023.0,2.0,28.0,70.75,1.0,100.0,1.0,1.0,4.0,4.4,17.0,4.16,1.0,1.0,0
959,curitiba,2025-05-29 16:00,13.0,10.0,56.0,5.0,1020.0,1.0,25.0,56.73,1.0,100.0,1.0,1.6,1.0,2.18,3.0,0.79,1.0,1.79,0
960,fernandopolis,2025-05-29 17:00,16.0,10.0,54.0,7.0,1020.0,0.0,28.0,58.79,1.0,130.0,2.0,4.63,5.0,5.42,21.0,5.16,1.0,1.0,0
961,ribeirao_preto,2025-05-29 17:00,18.0,13.0,50.0,7.0,1021.0,0.0,28.0,71.71,1.0,210.0,3.0,6.4,8.0,9.71,38.0,9.02,1.0,1.75,1
962,sao_paulo,2025-05-29 17:00,17.0,16.0,44.0,5.0,1021.0,0.0,32.0,73.63,1.0,190.0,6.0,11.11,5.0,5.49,24.0,5.44,1.0,4.09,0
963,porto_alegre,2025-05-29 17:00,12.0,24.0,74.0,8.0,1022.0,0.0,22.0,58.98,1.0,100.0,1.0,1.97,5.0,5.12,17.0,4.27,1.0,1.9,0
964,rio_de_janeiro,2025-05-29 17:00,22.0,16.0,79.0,19.0,1016.0,0.0,35.0,84.42,1.0,180.0,4.0,9.13,21.0,23.91,66.0,18.98,1.0,5.18,1
965,manaus,2025-05-29 17:00,30.0,2.0,69.0,24.0,1011.0,2.0,29.0,66.55,1.0,140.0,1.0,1.12,6.0,8.06,20.0,4.75,1.0,1.75,0
966,belo_horizonte,2025-05-29 17:00,23.0,14.0,57.0,14.0,1020.0,0.0,36.0,55.83,1.0,170.0,7.0,12.15,4.0,5.04,17.0,4.49,1.0,2.06,0
967,fortaleza,2025-05-29 17:00,29.0,27.0,71.0,23.0,1013.0,0.0,31.0,66.06,1.0,110.0,1.0,1.17,6.0,8.28,22.0,5.79,1.0,1.0,0
968,campo_grande,2025-05-29 17:00,17.0,10.0,52.0,7.0,1023.0,0.0,30.0,68.89,1.0,100.0,1.0,1.21,4.0,4.44,17.0,4.2,1.0,1.0,0
969,curitiba,2025-05-29 17:00,13.0,10.0,59.0,5.0,1021.0,0.0,25.0,51.7,1.0,110.0,2.0,4.49,1.0,1.77,3.0,0.8,1.0,1.95,0
970,fernandopolis,2025-05-29 18:00,14.0,10.0,63.0,7.0,1021.0,0.0,29.0,53.99,1.0,140.0,3.0,6.66,5.0,6.11,23.0,5.94,1.0,1.0,0
971,ribeirao_preto,2025-05-29 18:00,16.0,11.0,62.0,9.0,1022.0,0.0,30.0,59.17,1.0,270.0,7.0,14.2,8.0,10.77,40.0,10.05,1.0,2.02,1
972,sao_paulo,2025-05-29 18:00,17.0,11.0,47.0,5.0,1021.0,0.0,33.0,41.68,1.0,320.0,17.0,33.99,8.0,12.39,37.0,11.92,3.0,6.52,1
973,porto_alegre,2025-05-29 18:00,12.0,21.0,75.0,8.0,1023.0,0.0,23.0,58.13,1.0,100.0,1.0,3.01,5.0,5.34,18.0,4.7,1.0,2.14,0
974,rio_de_janeiro,2025-05-29 18:00,22.0,18.0,78.0,18.0,1017.0,0.0,36.0,75.25,1.0,190.0,6.0,12.89,22.0,24.72,66.0,19.41,1.0,5.19,1
975,manaus,2025-05-29 18:00,30.0,5.0,71.0,24.0,1011.0,0.0,30.0,61.54,1.0,140.0,1.0,1.56,6.0,7.69,21.0,5.07,1.0,1.62,0
976,belo_horizonte,2025-05-29 18:00,22.0,11.0,62.0,14.0,1021.0,0.0,36.0,55.83,1.0,170.0,7.0,12.15,4.0,5.07,17.0,4.41,1.0,2.06,0
977,fortaleza,2025-05-29 18:00,28.0,23.0,74.0,23.0,1013.0,0.0,31.0,63.39,1.0,110.0,1.0,2.3,7.0,9.73,25.0,6.81,1.0,1.0,0
978,campo_grande,2025-05-29 18:00,15.0,10.0,56.0,6.0,1023.0,0.0,31.0,60.28,1.0,110.0,1.0,3.3,4.0,4.48,17.0,4.31,1.0,1.0,0
979,curitiba,2025-05-29 18:00,11.0,3.0,70.0,5.0,1021.0,0.0,25.0,41.4,1.0,140.0,5.0,10.03,1.0,1.55,3.0,0.77,1.0,2.24,0
980,fernandopolis,2025-05-29 19:00,13.0,10.0,70.0,8.0,1022.0,0.0,29.0,53.99,1.0,140.0,3.0,6.66,5.0,6.23,23.0,5.81,1.0,1.0,0
981,ribeirao_preto,2025-05-29 19:00,16.0,8.0,68.0,9.0,1022.0,0.0,30.0,42.22,2.0,360.0,10.0,21.34,17.0,22.89,62.0,22.08,1.0,2.61,1
982,sao_paulo,2025-05-29 19:00,16.0,13.0,47.0,4.0,1022.0,0.0,33.0,41.68,1.0,320.0,17.0,33.99,5.0,5.49,24.0,5.75,3.0,6.52,0
983,porto_alegre,2025-05-29 19:00,12.0,16.0,76.0,7.0,1023.0,0.0,24.0,57.17,1.0,100.0,1.0,3.77,5.0,5.94,20.0,5.34,1.0,2.37,0
984,rio_de_janeiro,2025-05-29 19:00,22.0,21.0,78.0,18.0,1017.0,0.0,37.0,68.3,1.0,190.0,7.0,15.04,22.0,25.07,66.0,19.48,1.0,5.21,1
985,manaus,2025-05-29 19:00,28.0,13.0,73.0,22.0,1011.0,0.0,30.0,50.81,1.0,150.0,1.0,2.73,6.0,7.09,22.0,5.8,1.0,1.44,0
986,belo_horizonte,2025-05-29 19:00,22.0,3.0,65.0,14.0,1021.0,0.0,35.0,44.67,1.0,210.0,9.0,17.71,5.0,6.91,22.0,6.28,1.0,2.46,0
987,fortaleza,2025-05-29 19:00,28.0,18.0,76.0,23.0,1013.0,0.0,31.0,63.39,1.0,110.0,1.0,2.3,7.0,9.69,25.0,6.83,1.0,1.0,0
988,campo_grande,2025-05-29 19:00,13.0,8.0,63.0,6.0,1023.0,0.0,31.0,60.28,1.0,110.0,1.0,3.3,4.0,4.52,17.0,4.3,1.0,1.0,0
989,curitiba,2025-05-29 19:00,9.0,3.0,79.0,6.0,1022.0,0.0,23.0,28.39,1.0,180.0,8.0,15.76,4.0,6.16,10.0,4.01,1.0,3.31,0
